Age,Attendance_Freq,Monthly_Spend,Member_Status
49,10,40.43946757244838,1
51,8,95.73103633596857,1
45,23,64.81458066999295,1
48,2,80.05836055994777,1
25,26,64.6384591026112,1
56,27,64.20108918261802,1
43,28,27.532152810055834,1
51,8,47.493055408728246,0
20,2,42.594471894920936,1
67,24,51.25826924908906,1
29,1,83.86753505794627,1
18,11,49.75461343334919,0
61,9,56.135745538534614,1
22,8,51.79051123882532,0
47,14,27.472637758023648,1
47,7,55.2857726600627,1
34,24,35.648741843561204,0
65,4,34.937863661843316,1
64,10,27.52288835474131,1
40,26,48.53367793134118,1
32,1,80.59855078315339,1
54,23,42.115335246671684,1
38,27,44.987928150841086,0
31,14,71.41397261379389,1
19,5,35.667265006953514,1
28,7,91.75663443388275,1
68,26,61.61524186012436,1
56,4,55.80823522561736,1
55,15,64.6256153543361,1
51,25,33.28274507329564,1
55,17,69.07785109113411,0
67,5,49.048058930720835,1
51,4,91.77490727716952,1
35,27,33.50833653421489,1
47,15,60.56408830923529,1
32,12,67.84901034952144,1
44,27,22.6706881429105,0
68,4,49.09544998049122,1
51,12,78.61081877606662,1
69,16,85.63020059591787,1
55,17,45.05295958538259,0
50,7,83.88746179062011,0
41,12,97.42047016827111,0
32,29,88.54991488600753,1
47,28,29.411519052746016,0
59,18,79.17842656684326,1
68,25,45.57334659524358,1
34,2,99.07327915296612,0
22,23,58.82871865279097,1
46,7,29.794711868715282,1
21,1,78.01484384219125,1
27,7,45.84089587089711,1
34,26,99.76625256653294,1
27,12,98.38259662836175,1
34,12,72.49072144164646,1
37,0,30.386115916137406,1
41,5,74.94887981400232,0
22,23,27.442438916802175,1
51,18,22.349132728191385,1
23,15,85.83667569771889,1
19,7,36.78023581469451,0
30,27,50.32217009752779,1
60,0,97.87659119809385,0
60,26,46.94724014888826,1
65,26,43.71918250266522,1
28,15,93.45663996982202,0
68,8,28.85987562551665,1
64,12,80.76659280917055,1
40,10,99.04524533222192,1
33,12,92.10368086197191,1
48,24,72.13343349651407,0
28,20,45.12486359941856,0
33,9,40.34575849426534,1
25,3,85.54040838971689,1
21,26,90.38575311613562,0
57,5,62.03479300365543,1
21,27,39.54719526291729,1
42,6,29.035456672893886,1
20,4,26.974357426546494,1
49,10,77.52619578830846,1
20,12,53.609498227817994,1
44,25,92.42878994222963,1
46,24,79.1737040581411,1
49,18,35.300833433166936,0
67,22,69.10219350525593,0
68,9,54.840436351852745,1
36,9,66.17997846148904,1
38,10,79.04552986708137,1
22,20,84.49567048030326,1
35,29,87.49898611253795,1
45,6,40.31798996576198,1
59,17,22.489247993388616,1
39,3,79.14357881318185,1
38,1,28.507498100461966,1
23,13,45.193567089037415,1
18,12,20.30537072994777,0
22,28,74.53355859212961,1
58,11,33.3705609176977,1
29,6,72.42259277533265,1
43,1,99.3394093734271,1
63,12,25.8136697288013,1
51,13,26.166240956116855,0
66,26,47.23040741333399,1
31,16,89.31092114010737,1
43,8,37.24238950330655,0
62,16,48.8302255944278,0
44,7,25.480432530158367,1
26,1,81.05242330071115,0
43,27,52.66450742075609,0
64,23,80.73989864486742,0
39,12,92.2886275477436,1
64,2,38.6210517681031,1
47,15,84.5916824271961,1
60,5,24.72751120626026,1
65,18,91.90779105441979,1
34,29,72.06148380469979,1
43,6,89.93813793106813,1
53,9,20.015071964526552,1
18,8,33.5264856284794,1
25,1,51.180750994119364,1
66,27,50.36023226997749,0
52,27,38.13843063388085,1
69,14,50.528955189376006,1
32,29,30.307896960020386,1
64,4,53.02089034128208,0
39,28,84.18834633274113,1
31,21,58.325605048268095,1
43,3,21.4400071156172,1
45,19,53.71552332633979,1
40,3,22.174001287267533,1
31,17,97.29947285654386,1
41,3,30.196316753829517,1
19,26,76.61506610644949,0
62,16,97.82210583136687,1
43,11,86.08312413332575,1
31,21,75.9452300100963,1
68,16,87.15687276006135,1
24,9,98.54389546085021,1
20,21,69.70755978028237,1
64,0,64.73478454634612,1
40,21,70.25904883706251,1
63,25,62.6140709409244,1
60,23,70.8071284727775,1
